score_momento,cnpj_basico,cnpj,razao_social,na_base_mestre,STATUS_RELACIONAMENTO_REAL,Porte,CNAE PRIMARIO,tipo_sinal,descricao,papel,qualificacao,qualificacao_desc,municipio,bairro,area_total,unidade_medida,data_evento,data_publicacao,idade_dias,peso,validade_dias,cno,fonte
2.17,24176307,24176307000106,(sem nome no CNO) CNPJ 24176307000106,False,,,,obra_nova,"25 UH ESTRELA DE ALAGOAS — Estrela De Alagoas, 1.188 m2 (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,ESTRELA DE ALAGOAS,ZONA URBANA,1187.5,m2,2026-08-01,2026-08-19,55,4.0,120,900301143177,CNO / Receita Federal
2.17,04287461,04287461000148,UNICON CONSTRUCOES LTDA,True,Somente SENAI,DEMAIS,Construcao de edificios,obra_nova,"50 UH CRAÍBAS — Craíbas, 2.692 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,CRAÍBAS,CENTRO,2691.5,m2,2026-08-01,2026-08-12,55,4.0,120,900300145776,CNO / Receita Federal
2.17,04287461,04287461000148,UNICON CONSTRUCOES LTDA,True,Somente SENAI,DEMAIS,Construcao de edificios,obra_nova,"25 UH ESTRELA DE ALAGOAS — Estrela De Alagoas, 1.188 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,ESTRELA DE ALAGOAS,ZONA URBANA,1187.5,m2,2026-08-01,2026-08-19,55,4.0,120,900301143177,CNO / Receita Federal
2.17,04287461,04287461000148,UNICON CONSTRUCOES LTDA,True,Somente SENAI,DEMAIS,Construcao de edificios,obra_nova,"25 UH DE TANQUE D'ARCA — Tanque D'Arca, 1.188 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,TANQUE D'ARCA,CENTRO,1187.5,m2,2026-08-01,2026-08-14,55,4.0,120,900300562778,CNO / Receita Federal
2.13,13234724,13234724000141,MOREIRA MOUTINHO ENGENHARIA LTDA,False,,,,obra_nova,"Servico de Engenharia para Reforma da Ag Delmiro Gouveia AL — Delmiro Gouveia, 1.298 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,DELMIRO GOUVEIA,CENTRO,1298.5,m2,2026-07-31,2026-08-27,56,4.0,120,900302544576,CNO / Receita Federal
2.13,00000000,00000000123196,(sem nome no CNO) CNPJ 00000000123196,False,,,,obra_nova,"Servico de Engenharia para Reforma da Ag Delmiro Gouveia AL — Delmiro Gouveia, 1.298 m2 (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,DELMIRO GOUVEIA,CENTRO,1298.5,m2,2026-07-31,2026-08-27,56,4.0,120,900302544576,CNO / Receita Federal
2.12,42831657,42831657000140,WL ENGENHARIA LTDA,True,Sem relacionamento,PEQUENO PORTE,Construcao de edificios,obra_nova,"WL ENGENHARIA LTDA — Canapi, 70 m2 (dono da obra, responsável)",responsável,0057,Dono da obra,CANAPI,ZONA RURAL,70.0,m2,2026-08-21,2026-08-24,35,3.0,120,900301904775,CNO / Receita Federal
2.12,23604449,23604449000164,CONSTRUTORA LITORAL LTDA,True,Sem relacionamento,MICRO EMPRESA,Construcao de edificios,obra_nova,"CONSTRUTORA LITORAL LTDA — Coruripe, 87 m2 (proprietário do imóvel, responsável)",responsável,0070,Proprietário do imóvel,CORURIPE,Comendador Tercio Wanderley,86.75,m2,2026-08-21,2026-08-25,35,3.0,120,900302023076,CNO / Receita Federal
2.08,50800492,50800492000178,ELEVARE EMPREENDIMENTOS LTDA,False,,,,obra_nova,"ELEVARE EMPREENDIMENTOS LTDA — Atalaia, 98 m2 (dono da obra, responsável)",responsável,0057,Dono da obra,ATALAIA,JOSE PAULINO,97.79,m2,2026-08-19,2026-09-14,37,3.0,120,900305206276,CNO / Receita Federal
2.05,55699378,55699378000117,CONSORCIO CRECHES SEDUC/AL 2024.,True,Somente SENAI,DEMAIS,Construcao de edificios,obra_nova,"CRECHES SEDUC 2024 - SENADOR RUI PALMEIRA CT 11/2025 — Senador Rui Palmeira, 840 m2 (consórcio, responsável)",responsável,0109,Consórcio,SENADOR RUI PALMEIRA,CENTRO,840.0,m2,2026-08-18,2026-09-08,38,3.0,120,900304133371,CNO / Receita Federal
2.05,55699378,55699378000117,CONSORCIO CRECHES SEDUC/AL 2024.,True,Somente SENAI,DEMAIS,Construcao de edificios,obra_nova,"CRECHES SEDUC 2024 - SAO JOSE DA TAPERA III CT - 11/2025 — São José Da Tapera, 840 m2 (consórcio, responsável)",responsável,0109,Consórcio,SÃO JOSÉ DA TAPERA,CENTRO,840.0,m2,2026-08-18,2026-09-08,38,3.0,120,900304144678,CNO / Receita Federal
2.05,55699378,55699378000117,CONSORCIO CRECHES SEDUC/AL 2024.,True,Somente SENAI,DEMAIS,Construcao de edificios,obra_nova,"CRECHES SEDUC 2024 - RIO LARGO IV CT - 13/2025 — Rio Largo, 840 m2 (consórcio, responsável)",responsável,0109,Consórcio,RIO LARGO,CENTRO,840.0,m2,2026-08-18,2026-09-08,38,3.0,120,900304137173,CNO / Receita Federal
2.05,12200218,12200218000179,(sem nome no CNO) CNPJ 12200218000179,False,,,,obra_nova,"CRECHES SEDUC 2024 - SAO JOSE DA TAPERA III CT - 11/2025 — São José Da Tapera, 840 m2 (consórcio, vínculo)",vínculo,0109,Consórcio,SÃO JOSÉ DA TAPERA,CENTRO,840.0,m2,2026-08-18,2026-09-08,38,3.0,120,900304144678,CNO / Receita Federal
2.05,12200218,12200218000179,(sem nome no CNO) CNPJ 12200218000179,False,,,,obra_nova,"CRECHES SEDUC 2024 - SENADOR RUI PALMEIRA CT 11/2025 — Senador Rui Palmeira, 840 m2 (consórcio, vínculo)",vínculo,0109,Consórcio,SENADOR RUI PALMEIRA,CENTRO,840.0,m2,2026-08-18,2026-09-08,38,3.0,120,900304133371,CNO / Receita Federal
2.05,12200218,12200218000179,(sem nome no CNO) CNPJ 12200218000179,False,,,,obra_nova,"CRECHES SEDUC 2024 - RIO LARGO IV CT - 13/2025 — Rio Largo, 840 m2 (consórcio, vínculo)",vínculo,0109,Consórcio,RIO LARGO,CENTRO,840.0,m2,2026-08-18,2026-09-08,38,3.0,120,900304137173,CNO / Receita Federal
2.03,35335154,35335154000119,DBN - DEBONI SISTEMAS CONSTRUTIVOS LTDA,True,Sem relacionamento,DEMAIS,Construcao de edificios,obra_nova,"DBN - DEBONI SIST CONST LTDA-CRECHE SANTANA DE IPANEMA IV — Santana Do Ipanema, 811 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,SANTANA DO IPANEMA,BEBEDOURO,811.46,m2,2026-08-17,2026-08-21,39,3.0,120,900301537779,CNO / Receita Federal
2.03,41391511,41391511000169,CAVALCANTI FARIAS LTDA,True,Somente SESI,DEMAIS,Construcao de edificios,obra_nova,"RUA R ROSALVO PINTO DAMASO - BOCA DA MATA — Boca Da Mata, 837 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,BOCA DA MATA,Centro,837.0,m2,2026-08-17,2026-08-18,39,3.0,120,900300898775,CNO / Receita Federal
2.03,12200218,12200218000179,(sem nome no CNO) CNPJ 12200218000179,False,,,,obra_nova,"DBN - DEBONI SIST CONST LTDA-CRECHE SANTANA DE IPANEMA IV — Santana Do Ipanema, 811 m2 (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,SANTANA DO IPANEMA,BEBEDOURO,811.46,m2,2026-08-17,2026-08-21,39,3.0,120,900301537779,CNO / Receita Federal
2.03,12264396,12264396000163,(sem nome no CNO) CNPJ 12264396000163,False,,,,obra_nova,"RUA R ROSALVO PINTO DAMASO - BOCA DA MATA — Boca Da Mata, 837 m2 (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,BOCA DA MATA,Centro,837.0,m2,2026-08-17,2026-08-18,39,3.0,120,900300898775,CNO / Receita Federal
2.0,12243697,12243697000100,(sem nome no CNO) CNPJ 12243697000100,False,,,,obra_nova,"CONSTRUSAT ENGENHARIA LTDA — Penedo, 6.821 Outra (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,PENEDO,BOM CONSTANTINO,6821.0,Outra,2026-07-15,2026-07-20,72,5.0,120,900296578174,CNO / Receita Federal
2.0,05841115,05841115000122,CONSTRUSAT ENGENHARIA LTDA,True,Sem relacionamento,DEMAIS,Construcao de edificios,obra_nova,"CONSTRUSAT ENGENHARIA LTDA — Penedo, 6.821 Outra (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,PENEDO,BOM CONSTANTINO,6821.0,Outra,2026-07-15,2026-07-20,72,5.0,120,900296578174,CNO / Receita Federal
2.0,21380676,21380676000128,V.L. ARQUITETURA E ENGENHARIA LTDA,False,,,,obra_nova,"V.L. ARQUITETURA E ENGENHARIA LTDA — Maceió, 6.000 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,MACEIÓ,CHA DA JAQUEIRA,6000.0,m2,2026-07-15,2026-08-26,72,5.0,120,900302355077,CNO / Receita Federal
2.0,07205512,07205512000133,(sem nome no CNO) CNPJ 07205512000133,False,,,,obra_nova,"V.L. ARQUITETURA E ENGENHARIA LTDA — Maceió, 6.000 m2 (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,MACEIÓ,CHA DA JAQUEIRA,6000.0,m2,2026-07-15,2026-08-26,72,5.0,120,900302355077,CNO / Receita Federal
2.0,60481718,60481718000179,RESIDENCIAL C. ALBUQUERQUE EMPREENDIMENTO IMOBILIARIO SPE LTDA,True,Somente SESI,DEMAIS,Incorporacao de empreendimentos imobiliarios,obra_nova,"CONDOMINIO RESIDENCIAL GRAN SPLENDIDO — Maceió, 33.214 m2 (dono da obra, responsável)",responsável,0057,Dono da obra,MACEIÓ,POCO,33214.29,m2,2026-07-15,2026-07-15,72,5.0,120,900295849374,CNO / Receita Federal
2.0,07595156,07595156000101,SCI CONSTRUTORA E INCORPORADORA LTDA,True,Sem relacionamento,MICRO EMPRESA,Construcao de edificios,obra_nova,"SCI CONSTRUTORA E INCORPORADORA LTDA — Palestina, 1.230 m2 (incorporador de construção civil, responsável)",responsável,0064,Incorporador de construção civil,PALESTINA,CENTRO,1230.0,m2,2026-07-27,2026-09-10,60,4.0,120,900304706671,CNO / Receita Federal
1.96,23585778,23585778000105,SBV SOLUCOES AMBIENTAIS LTDA,False,,,,obra_nova,"SBV SOLUCOES AMBIENTAIS LTDA — Piranhas, 11.973 m3 (dono da obra, responsável)",responsável,0057,Dono da obra,PIRANHAS,NOSSA SENHORA DA SAUDE,11972.94,m3,2026-07-14,2026-07-14,73,5.0,120,900295758075,CNO / Receita Federal
1.96,12227971,12227971000158,(sem nome no CNO) CNPJ 12227971000158,False,,,,obra_nova,"SOL LOCACOES E SERVICOS LTDA — Cacimbinhas, 8.439 m2 (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,CACIMBINHAS,CENTRO,8438.66,m2,2026-07-14,2026-07-31,73,5.0,120,900298401375,CNO / Receita Federal
1.96,47638423,47638423000103,SOL LOCACOES E SERVICOS LTDA,False,,,,obra_nova,"SOL LOCACOES E SERVICOS LTDA — Cacimbinhas, 8.439 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,CACIMBINHAS,CENTRO,8438.66,m2,2026-07-14,2026-07-31,73,5.0,120,900298401375,CNO / Receita Federal
1.96,23585778,23585778000105,SBV SOLUCOES AMBIENTAIS LTDA,False,,,,obra_nova,"SBV SOLUCOES AMBIENTAIS LTDA — Pão De Açúcar, 16.362 m3 (dono da obra, responsável)",responsável,0057,Dono da obra,PÃO DE AÇÚCAR,Pão de Açúcar,16362.3,m3,2026-07-14,2026-07-14,73,5.0,120,900295691677,CNO / Receita Federal
1.95,35335154,35335154000119,DBN - DEBONI SISTEMAS CONSTRUTIVOS LTDA,True,Sem relacionamento,DEMAIS,Construcao de edificios,obra_nova,"DBN - DEBONI SIST CONST LTDA - LABORATORIO FORENCE POLCAL — Maceió, 202 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,MACEIÓ,CENTRO,201.71,m2,2026-08-14,2026-08-25,42,3.0,120,900301992670,CNO / Receita Federal
1.95,23585778,23585778000105,SBV SOLUCOES AMBIENTAIS LTDA,False,,,,obra_nova,"SBV SOLUCOES AMBIENTAIS LTDA — Maceió, 3 Outra (dono da obra, responsável)",responsável,0057,Dono da obra,MACEIÓ,TRAPICHE DA BARRA,3.0,Outra,2026-08-14,2026-08-14,42,3.0,120,900300560079,CNO / Receita Federal
1.95,23585778,23585778000105,SBV SOLUCOES AMBIENTAIS LTDA,False,,,,obra_nova,"SBV SOLUCOES AMBIENTAIS LTDA — Marechal Deodoro, 3 Outra (dono da obra, responsável)",responsável,0057,Dono da obra,MARECHAL DEODORO,Polo Cloroquímico de Alagoas,3.0,Outra,2026-08-14,2026-08-14,42,3.0,120,900300581574,CNO / Receita Federal
1.95,12200226,12200226000115,(sem nome no CNO) CNPJ 12200226000115,False,,,,obra_nova,"DBN - DEBONI SIST CONST LTDA - LABORATORIO FORENCE POLCAL — Maceió, 202 m2 (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,MACEIÓ,CENTRO,201.71,m2,2026-08-14,2026-08-25,42,3.0,120,900301992670,CNO / Receita Federal
1.9,12264396,12264396000163,(sem nome no CNO) CNPJ 12264396000163,False,,,,obra_nova,"A R ENGENHARIA E SERVICOS DE CONSTRUCAO LTDA-PRAÇA DEPUTADO EDSON LINS — Boca Da Mata, 1 m2 (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,BOCA DA MATA,CENTRO,1.0,m2,2026-08-12,2026-09-14,44,3.0,120,900305068875,CNO / Receita Federal
1.9,11091079,11091079000120,A R ENGENHARIA E SERVICOS DE CONSTRUCAO LTDA,True,Sem relacionamento,DEMAIS,Construcao de edificios,obra_nova,"A R ENGENHARIA E SERVICOS DE CONSTRUCAO LTDA-PRAÇA DEPUTADO EDSON LINS — Boca Da Mata, 1 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,BOCA DA MATA,CENTRO,1.0,m2,2026-08-12,2026-09-14,44,3.0,120,900305068875,CNO / Receita Federal
1.9,13829465,13829465000100,A J PROJETOS E CONSTRUCOES LTDA,False,,,,obra_nova,"A J PROJETOS E CONSTRUCOES LTDA — Campo Alegre, 72 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,CAMPO ALEGRE,CENTRO,72.3,m2,2026-08-12,2026-08-12,44,3.0,120,900300110271,CNO / Receita Federal
1.88,57206917,57206917000164,CONSORCIO PDA,True,Sem relacionamento,DEMAIS,Construcao de edificios,obra_nova,"CRECHE CRIA - TEOTONIO VILELA II — Teotônio Vilela, 0 m2 (sociedade líder de consórcio, vínculo)",vínculo,0111,Sociedade líder de consórcio,TEOTÔNIO VILELA,SAO JORGE,0.02,m2,2026-08-11,2026-08-17,45,3.0,120,900300721674,CNO / Receita Federal
1.88,55699378,55699378000117,CONSORCIO CRECHES SEDUC/AL 2024.,True,Somente SENAI,DEMAIS,Construcao de edificios,obra_nova,"CRECHES SEDUC 2024 - MARECHAL DEODORO III CT - 14/2025 — Marechal Deodoro, 840 m2 (consórcio, responsável)",responsável,0109,Consórcio,MARECHAL DEODORO,CENTRO,840.0,m2,2026-08-11,2026-09-08,45,3.0,120,900304143375,CNO / Receita Federal
1.88,11159179,11159179000140,L T CONSTRUTORA LTDA,True,Sem relacionamento,PEQUENO PORTE,Construcao de edificios,obra_nova,"L T CONSTRUTORA LTDA — Coruripe, 61 m2 (proprietário do imóvel, responsável)",responsável,0070,Proprietário do imóvel,CORURIPE,ALTO DA SAUDADE,60.68,m2,2026-08-11,2026-09-09,45,3.0,120,900304471276,CNO / Receita Federal
1.88,28851130,28851130000157,G LOPES DE OLIVEIRA JUNIOR CONSTRUTORA LTDA,True,Sem relacionamento,PEQUENO PORTE,Construcao de edificios,obra_nova,"G LOPES DE OLIVEIRA JUNIOR CONSTRUTORA LTDA — Tanque D'Arca, 71 m2 (proprietário do imóvel, responsável)",responsável,0070,Proprietário do imóvel,TANQUE D'ARCA,CENTRO,70.62,m2,2026-08-11,2026-08-27,45,3.0,120,900302536177,CNO / Receita Federal
1.88,12200218,12200218000179,(sem nome no CNO) CNPJ 12200218000179,False,,,,obra_nova,"CRECHES SEDUC 2024 - MARECHAL DEODORO III CT - 14/2025 — Marechal Deodoro, 840 m2 (consórcio, vínculo)",vínculo,0109,Consórcio,MARECHAL DEODORO,CENTRO,840.0,m2,2026-08-11,2026-09-08,45,3.0,120,900304143375,CNO / Receita Federal
1.88,06034228,06034228000189,PLATAFORMA ENGENHARIA LTDA,True,Somente SENAI,DEMAIS,Construcao de edificios,obra_nova,"CRECHE CRIA - TEOTONIO VILELA II — Teotônio Vilela, 0 m2 (sociedade líder de consórcio, responsável)",responsável,0111,Sociedade líder de consórcio,TEOTÔNIO VILELA,SAO JORGE,0.02,m2,2026-08-11,2026-08-17,45,3.0,120,900300721674,CNO / Receita Federal
1.88,12200218,12200218000179,(sem nome no CNO) CNPJ 12200218000179,False,,,,obra_nova,"CRECHE CRIA - TEOTONIO VILELA II — Teotônio Vilela, 0 m2 (sociedade líder de consórcio, vínculo)",vínculo,0111,Sociedade líder de consórcio,TEOTÔNIO VILELA,SAO JORGE,0.02,m2,2026-08-11,2026-08-17,45,3.0,120,900300721674,CNO / Receita Federal
1.85,09066964,09066964000107,ALIANCA CONSTRUCOES LTDA,True,SESI + SENAI,PEQUENO PORTE,Construcao de edificios,obra_nova,"Exec de Proje Ambiência Expressa Leve - Agência Limoeiro de Anadia/AL (2252). — Limoeiro De Anadia, 206 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,LIMOEIRO DE ANADIA,CENTRO,206.4,m2,2026-08-10,2026-08-25,46,3.0,120,900302002175,CNO / Receita Federal
1.85,00000000,00000000171166,(sem nome no CNO) CNPJ 00000000171166,False,,,,obra_nova,"Exec de Proje Ambiência Expressa Leve - Agência Limoeiro de Anadia/AL (2252). — Limoeiro De Anadia, 206 m2 (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,LIMOEIRO DE ANADIA,CENTRO,206.4,m2,2026-08-10,2026-08-25,46,3.0,120,900302002175,CNO / Receita Federal
1.85,42687062,42687062000163,ARTHAN ENGENHARIA LTDA,True,Sem relacionamento,PEQUENO PORTE,Construcao de edificios,obra_nova,"ARTHAN ENGENHARIA LTDA — Marechal Deodoro, 97 m2 (dono da obra, responsável)",responsável,0057,Dono da obra,MARECHAL DEODORO,CENTRO,97.24,m2,2026-08-10,2026-08-18,46,3.0,120,900300896475,CNO / Receita Federal
1.78,35631449,35631449000132,A QUATRO ARQUITETURA E CONSTRUCOES LTDA,True,Somente SENAI,PEQUENO PORTE,Construcao de edificios,obra_nova,"A QUATRO ARQUITETURA E CONSTRUCOES LTDA GARAGEM PENEDO — Penedo, 721 m2 (dono da obra, responsável)",responsável,0057,Dono da obra,PENEDO,CENTRO,721.0,m2,2026-08-07,2026-08-14,49,3.0,120,900300491077,CNO / Receita Federal
1.77,57206917,57206917000164,CONSORCIO PDA,True,Sem relacionamento,DEMAIS,Construcao de edificios,obra_nova,"CRECHE CRIA PAULO JACINTO — Paulo Jacinto, 1.600 m2 (sociedade líder de consórcio, vínculo)",vínculo,0111,Sociedade líder de consórcio,PAULO JACINTO,CONJ. RESIDENCIAL SANTA INÊS,1600.0,m2,2026-07-20,2026-07-20,67,4.0,120,900296430772,CNO / Receita Federal
1.77,12200218,12200218000179,(sem nome no CNO) CNPJ 12200218000179,False,,,,obra_nova,"CRECHE CRIA PAULO JACINTO — Paulo Jacinto, 1.600 m2 (sociedade líder de consórcio, vínculo)",vínculo,0111,Sociedade líder de consórcio,PAULO JACINTO,CONJ. RESIDENCIAL SANTA INÊS,1600.0,m2,2026-07-20,2026-07-20,67,4.0,120,900296430772,CNO / Receita Federal
1.77,06034228,06034228000189,PLATAFORMA ENGENHARIA LTDA,True,Somente SENAI,DEMAIS,Construcao de edificios,obra_nova,"CRECHE CRIA PAULO JACINTO — Paulo Jacinto, 1.600 m2 (sociedade líder de consórcio, responsável)",responsável,0111,Sociedade líder de consórcio,PAULO JACINTO,CONJ. RESIDENCIAL SANTA INÊS,1600.0,m2,2026-07-20,2026-07-20,67,4.0,120,900296430772,CNO / Receita Federal
1.75,66509660,66509660000100,GIOIA DEL MARE SPE LTDA,False,,,,obra_nova,"EDIFICIO HOTELEIRO - GIOIA DEL MARE — Maragogi, 9.002 m2 (proprietário do imóvel, responsável)",responsável,0070,Proprietário do imóvel,MARAGOGI,PEROBA,9002.4,m2,2026-07-09,2026-09-21,78,5.0,120,900306331770,CNO / Receita Federal
1.75,23585778,23585778000105,SBV SOLUCOES AMBIENTAIS LTDA,False,,,,obra_nova,"SBV SOLUCOES AMBIENTAIS LTDA — Marechal Deodoro, 73 m3 (dono da obra, responsável)",responsável,0057,Dono da obra,MARECHAL DEODORO,Polo Cloroquímico,72.66,m3,2026-08-06,2026-08-06,50,3.0,120,900299241471,CNO / Receita Federal
1.75,12200218,12200218000179,(sem nome no CNO) CNPJ 12200218000179,False,,,,obra_nova,"DBN - DEBONI SIST CONST LTDA-CRECHE SANTANA DE IPANEMA III — Santana Do Ipanema, 811 m2 (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,SANTANA DO IPANEMA,FAROL,811.46,m2,2026-08-06,2026-08-20,50,3.0,120,900301365778,CNO / Receita Federal
1.75,23585778,23585778000105,SBV SOLUCOES AMBIENTAIS LTDA,False,,,,obra_nova,"SBV SOLUCOES AMBIENTAIS LTDA — Marechal Deodoro, 2 m3 (dono da obra, responsável)",responsável,0057,Dono da obra,MARECHAL DEODORO,Polo Industrial José Aprígio Vilela,1.57,m3,2026-08-06,2026-08-06,50,3.0,120,900299264672,CNO / Receita Federal
1.75,35335154,35335154000119,DBN - DEBONI SISTEMAS CONSTRUTIVOS LTDA,True,Sem relacionamento,DEMAIS,Construcao de edificios,obra_nova,"DBN - DEBONI SIST CONST LTDA-CRECHE SANTANA DE IPANEMA III — Santana Do Ipanema, 811 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,SANTANA DO IPANEMA,FAROL,811.46,m2,2026-08-06,2026-08-20,50,3.0,120,900301365778,CNO / Receita Federal
1.72,18286438,18286438000143,CONSTRUTORA NOVO HORIZONTE LTDA,True,Sem relacionamento,DEMAIS,Construcao de edificios,obra_nova,"CONSTRUTORA NOVO HORIZONTE LTDA — Rio Largo, 913 m2 (incorporador de construção civil, responsável)",responsável,0064,Incorporador de construção civil,RIO LARGO,TABULEIRO DO PINTO,912.87,m2,2026-08-05,2026-09-04,51,3.0,120,900303940972,CNO / Receita Federal
1.72,18818196,18818196000191,INOVE CONSTRUCOES LTDA,True,Somente SESI,PEQUENO PORTE,Construcao de edificios,obra_nova,"OBRA REVITALIZAÇÃO CAMINHO DE MOISÉS MARAGOGI — Maragogi, 1 Outra (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,MARAGOGI,CENTRO,1.0,Outra,2026-08-05,2026-09-11,51,3.0,120,900304884572,CNO / Receita Federal
1.72,12248522,12248522000196,(sem nome no CNO) CNPJ 12248522000196,False,,,,obra_nova,"OBRA REVITALIZAÇÃO CAMINHO DE MOISÉS MARAGOGI — Maragogi, 1 Outra (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,MARAGOGI,CENTRO,1.0,Outra,2026-08-05,2026-09-11,51,3.0,120,900304884572,CNO / Receita Federal
1.7,08620924,08620924000100,ALMEIDA CONSTRUCOES E INCORPORACOES E T LIMITADA,True,Sem relacionamento,DEMAIS,Obras de terraplenagem,obra_nova,"EDIFÍCIO AMARANTE — Maceió, 518 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,MACEIÓ,PAJUCARA,518.0,m2,2026-08-04,2026-08-06,52,3.0,120,900299210177,CNO / Receita Federal
1.7,61226615,61226615000125,AMARANTE EMPREENDIMENTO IMOBILIARIO SPE LTDA,True,Sem relacionamento,DEMAIS,Incorporacao de empreendimentos imobiliarios,obra_nova,"EDIFÍCIO AMARANTE — Maceió, 518 m2 (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,MACEIÓ,PAJUCARA,518.0,m2,2026-08-04,2026-08-06,52,3.0,120,900299210177,CNO / Receita Federal
1.68,12200218,12200218000179,(sem nome no CNO) CNPJ 12200218000179,False,,,,obra_nova,"CRECHE CRIA - CAJUEIRO — Cajueiro, 0 m2 (sociedade líder de consórcio, vínculo)",vínculo,0111,Sociedade líder de consórcio,CAJUEIRO,CENTRO,0.02,m2,2026-08-03,2026-08-19,53,3.0,120,900301224872,CNO / Receita Federal
1.68,12200218,12200218000179,(sem nome no CNO) CNPJ 12200218000179,False,,,,obra_nova,"CRECHE CRIA - CHA PRETA — Chã Preta, 0 m2 (sociedade líder de consórcio, vínculo)",vínculo,0111,Sociedade líder de consórcio,CHÃ PRETA,CENTRO,0.02,m2,2026-08-03,2026-08-17,53,3.0,120,900300717373,CNO / Receita Federal
1.68,06034228,06034228000189,PLATAFORMA ENGENHARIA LTDA,True,Somente SENAI,DEMAIS,Construcao de edificios,obra_nova,"CRECHE CRIA - CHA PRETA — Chã Preta, 0 m2 (sociedade líder de consórcio, responsável)",responsável,0111,Sociedade líder de consórcio,CHÃ PRETA,CENTRO,0.02,m2,2026-08-03,2026-08-17,53,3.0,120,900300717373,CNO / Receita Federal
1.68,57206917,57206917000164,CONSORCIO PDA,True,Sem relacionamento,DEMAIS,Construcao de edificios,obra_nova,"CRECHE CRIA - CAJUEIRO — Cajueiro, 0 m2 (sociedade líder de consórcio, vínculo)",vínculo,0111,Sociedade líder de consórcio,CAJUEIRO,CENTRO,0.02,m2,2026-08-03,2026-08-19,53,3.0,120,900301224872,CNO / Receita Federal
1.68,06034228,06034228000189,PLATAFORMA ENGENHARIA LTDA,True,Somente SENAI,DEMAIS,Construcao de edificios,obra_nova,"CRECHE CRIA - CAJUEIRO — Cajueiro, 0 m2 (sociedade líder de consórcio, responsável)",responsável,0111,Sociedade líder de consórcio,CAJUEIRO,CENTRO,0.02,m2,2026-08-03,2026-08-19,53,3.0,120,900301224872,CNO / Receita Federal
1.68,13921270,13921270000187,NUNES FILHO ENGENHARIA LTDA,True,Sem relacionamento,MICRO EMPRESA,Construcao de edificios,obra_nova,"E06- ILHA BELA _NUNES FILHO ENGENHARIA LTDA — Marechal Deodoro, 227 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,MARECHAL DEODORO,ILHA DE SANTA RITA,227.43,m2,2026-08-03,2026-08-26,53,3.0,120,900302379971,CNO / Receita Federal
1.68,57206917,57206917000164,CONSORCIO PDA,True,Sem relacionamento,DEMAIS,Construcao de edificios,obra_nova,"CRECHE CRIA - CHA PRETA — Chã Preta, 0 m2 (sociedade líder de consórcio, vínculo)",vínculo,0111,Sociedade líder de consórcio,CHÃ PRETA,CENTRO,0.02,m2,2026-08-03,2026-08-17,53,3.0,120,900300717373,CNO / Receita Federal
