score_momento,cnpj_basico,cnpj,razao_social,na_base_mestre,STATUS_RELACIONAMENTO_REAL,Porte,CNAE PRIMARIO,tipo_sinal,descricao,papel,qualificacao,qualificacao_desc,municipio,bairro,area_total,unidade_medida,data_evento,data_publicacao,idade_dias,peso,validade_dias,cno,fonte
0.58,00399857,00399857000126,(sem nome no CNO) CNPJ 00399857000126,False,,,,obra_nova,"BUTARELLO ENGENHARIA LTDA — Mar Vermelho, 5.000 m2 (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,MAR VERMELHO,CENTRO,5000.0,m2,2026-06-11,2026-07-14,106,5.0,120,900295734471,CNO / Receita Federal
0.55,23202729,23202729000146,MCZ CONSTRUCOES E INCORPORACOES LTDA,True,Sem relacionamento,PEQUENO PORTE,Construcao de edificios,obra_nova,"CONSTRUÇÃO DE 25 UNIDADES HABITACIONAIS DE INTERESSE SOCIAL — Passo De Camaragibe, 0 Outra (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,PASSO DE CAMARAGIBE,CENTRO,0.01,Outra,2026-06-19,2026-08-11,98,3.0,120,900299759575,CNO / Receita Federal
0.55,12342655,12342655000127,(sem nome no CNO) CNPJ 12342655000127,False,,,,obra_nova,"CONSTRUÇÃO DE 25 UNIDADES HABITACIONAIS DE INTERESSE SOCIAL — Passo De Camaragibe, 0 Outra (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,PASSO DE CAMARAGIBE,CENTRO,0.01,Outra,2026-06-19,2026-08-11,98,3.0,120,900299759575,CNO / Receita Federal
0.54,03722728,03722728000115,ENGENHARQ LTDA,True,SESI + SENAI,DEMAIS,Construcao de edificios,obra_nova,"RESIDENCIAL JARDIM DOS JEQUITIBAS — Maceió, 56.758 m2 (proprietário do imóvel, responsável)",responsável,0070,Proprietário do imóvel,MACEIÓ,CIDADE UNIVERSITARIA,56757.93,m2,2026-06-10,2026-06-10,107,5.0,120,900289799676,CNO / Receita Federal
0.53,47238789,47238789000187,(sem nome no CNO) CNPJ 47238789000187,False,,,,obra_nova,"Reforma Comercial Prudential Maceió — Maceió, 215 m2 (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,MACEIÓ,MANGABEIRAS,215.0,m2,2026-06-18,2026-08-04,99,3.0,120,900298920379,CNO / Receita Federal
0.53,60871443,60871443000180,SMART REFORMAS LTDA,False,,,,obra_nova,"Reforma Comercial Prudential Maceió — Maceió, 215 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,MACEIÓ,MANGABEIRAS,215.0,m2,2026-06-18,2026-08-04,99,3.0,120,900298920379,CNO / Receita Federal
0.5,12316402,12316402000189,L PEREIRA & CIA LTDA,True,Sem relacionamento,DEMAIS,Construcao de rodovias e ferrovias,obra_nova,"PREF. ARAPIRACA PAV, DRENAGEM E RECAPEAMENTO — Arapiraca, 10 km (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,ARAPIRACA,vários,10.0,km,2026-06-17,2026-08-03,100,3.0,120,900298607977,CNO / Receita Federal
0.5,12198693,12198693000158,(sem nome no CNO) CNPJ 12198693000158,False,,,,obra_nova,"PREF. ARAPIRACA PAV, DRENAGEM E RECAPEAMENTO — Arapiraca, 10 km (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,ARAPIRACA,vários,10.0,km,2026-06-17,2026-08-03,100,3.0,120,900298607977,CNO / Receita Federal
0.47,48477037,48477037000131,BRENO NUNES MONTEIRO CONSTRUTORA,True,Sem relacionamento,MICRO EMPRESA,Construcao de edificios,obra_nova,"PREFEITURA MUNICIPAL DE PILAR — Pilar, 1.186 m2 (dono da obra, responsável)",responsável,0057,Dono da obra,PILAR,EDITH FRANÇA,1186.5,m2,2026-06-11,2026-09-18,106,4.0,120,900306042579,CNO / Receita Federal
0.46,54416214,54416214000172,SUNRISE EMPREENDIMENTO IMOBILIARIO SPE LTDA,True,Sem relacionamento,DEMAIS,Incorporacao de empreendimentos imobiliarios,obra_nova,"EDIFÍCIO LUME — Maceió, 8.701 m2 (dono da obra, responsável)",responsável,0057,Dono da obra,MACEIÓ,PAJUCARA,8700.64,m2,2026-06-08,2026-06-08,109,5.0,120,900289272074,CNO / Receita Federal
0.45,00000000,00000000013684,(sem nome no CNO) CNPJ 00000000013684,False,,,,obra_nova,"REFORMA PROJETO AMBIÊNCIA VAREJO NA AGÊNCIA 0136 PALMEIRA DOS ÍNDIOS-AL. — Palmeira Dos Índios, 796 m2 (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,PALMEIRA DOS ÍNDIOS,CENTRO,796.0,m2,2026-06-15,2026-07-01,102,3.0,120,900293807372,CNO / Receita Federal
0.45,09066964,09066964000107,ALIANCA CONSTRUCOES LTDA,True,SESI + SENAI,PEQUENO PORTE,Construcao de edificios,obra_nova,"REFORMA PROJETO AMBIÊNCIA VAREJO NA AGÊNCIA 0136 PALMEIRA DOS ÍNDIOS-AL. — Palmeira Dos Índios, 796 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,PALMEIRA DOS ÍNDIOS,CENTRO,796.0,m2,2026-06-15,2026-07-01,102,3.0,120,900293807372,CNO / Receita Federal
0.38,44992350,44992350000157,VERDE AMBIENTAL ALAGOAS S.A.,True,SESI + SENAI,DEMAIS,"Captacao, tratamento e distribuicao de agua",obra_nova,"OBRA ESTRADA DA VÁRZIA — União Dos Palmares, 135 m2 (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,UNIÃO DOS PALMARES,ZONA RURAL,135.2,m2,2026-06-12,2026-06-12,105,3.0,120,900290391579,CNO / Receita Federal
0.38,35636505,35636505000121,B P CONSTRUCOES LTDA,True,Sem relacionamento,MICRO EMPRESA,Construcao de edificios,obra_nova,"B P CONSTRUCOES LTDA — Atalaia, 15 m2 (dono da obra, responsável)",responsável,0057,Dono da obra,ATALAIA,JOSE PAULINO,15.0,m2,2026-06-12,2026-06-15,105,3.0,120,900290525477,CNO / Receita Federal
0.38,10751005,10751005000100,AC2 ENGENHARIA LTDA,True,Sem relacionamento,DEMAIS,Construcao de edificios,obra_nova,"OBRA ESTRADA DA VÁRZIA — União Dos Palmares, 135 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,UNIÃO DOS PALMARES,ZONA RURAL,135.2,m2,2026-06-12,2026-06-12,105,3.0,120,900290391579,CNO / Receita Federal
0.37,45242914,45242914000105,C&A MODAS S.A.,False,,,,obra_nova,"C&A MODAS S.A. MCS_538 — Maceió, 1.908 m2 (dono da obra, responsável)",responsável,0057,Dono da obra,MACEIÓ,CRUZ DAS ALMAS,1908.22,m2,2026-06-08,2026-07-04,109,4.0,120,900294327976,CNO / Receita Federal
0.35,13829465,13829465000100,A J PROJETOS E CONSTRUCOES LTDA,False,,,,obra_nova,"A J PROJETOS E CONSTRUCOES LTDA — São Miguel Dos Campos, 93 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,SÃO MIGUEL DOS CAMPOS,HELIO JATOBÁ,92.79,m2,2026-06-11,2026-06-11,106,3.0,120,900290143373,CNO / Receita Federal
0.35,13829465,13829465000100,A J PROJETOS E CONSTRUCOES LTDA,False,,,,obra_nova,"A J PROJETOS E CONSTRUCOES LTDA — São Miguel Dos Campos, 60 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,SÃO MIGUEL DOS CAMPOS,HELIO JATOBA,60.0,m2,2026-06-11,2026-06-11,106,3.0,120,900290134673,CNO / Receita Federal
0.35,13829465,13829465000100,A J PROJETOS E CONSTRUCOES LTDA,False,,,,obra_nova,"A J PROJETOS E CONSTRUCOES LTDA — São Miguel Dos Campos, 93 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,SÃO MIGUEL DOS CAMPOS,HELIO JATOBA,92.79,m2,2026-06-11,2026-06-11,106,3.0,120,900290125574,CNO / Receita Federal
0.35,13829465,13829465000100,A J PROJETOS E CONSTRUCOES LTDA,False,,,,obra_nova,"A J PROJETOS E CONSTRUCOES LTDA — São Miguel Dos Campos, 60 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,SÃO MIGUEL DOS CAMPOS,HELIO JATOBÁ,60.0,m2,2026-06-11,2026-06-11,106,3.0,120,900290122574,CNO / Receita Federal
0.33,12473062,12473062000108,(sem nome no CNO) CNPJ 12473062000108,False,,,,obra_nova,"Reforma TJ -AL - UCHOA CONSTRUCOES LTDA — Maceió, 6.410 m2 (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,MACEIÓ,CENTRO,6410.22,m2,2026-06-05,2026-06-09,112,5.0,120,900289538170,CNO / Receita Federal
0.33,09276767,09276767000112,UCHOA CONSTRUCOES LTDA,True,Sem relacionamento,DEMAIS,Outras obras de engenharia civil nao especificadas anteriormente,obra_nova,"Reforma TJ -AL - UCHOA CONSTRUCOES LTDA — Maceió, 6.410 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,MACEIÓ,CENTRO,6410.22,m2,2026-06-05,2026-06-09,112,5.0,120,900289538170,CNO / Receita Federal
0.32,30667942,30667942000199,RAMON AMORIM MONTEIRO,True,Sem relacionamento,MICRO EMPRESA,Construcao de edificios,obra_nova,"RAMON AMORIM MONTEIRO ME — Olho D'Água Das Flores, 87 m2 (proprietário do imóvel, responsável)",responsável,0070,Proprietário do imóvel,OLHO D'ÁGUA DAS FLORES,MARIA FERNANDES,86.73,m2,2026-06-10,2026-08-04,107,3.0,120,900298773276,CNO / Receita Federal
0.28,12200143,12200143000126,(sem nome no CNO) CNPJ 12200143000126,False,,,,obra_nova,"PHS ENGENHARIA LTDA — Atalaia, 892 m2 (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,ATALAIA,ZONA RURAL,891.68,m2,2026-06-08,2026-06-16,109,3.0,120,900290830474,CNO / Receita Federal
0.28,23259627,23259627000167,Customize Engenharia Ltda,True,Sem relacionamento,PEQUENO PORTE,Construcao de edificios,obra_nova,"MARIA CAROLINNE DE BRITO SÁ MAGALHÃES — Arapiraca, 370 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,ARAPIRACA,SENADOR ARNON DE MELO,370.34,m2,2026-06-08,2026-09-21,109,3.0,120,900306330477,CNO / Receita Federal
0.28,63737873,63737873000100,M.A.D PATRIMONIAL LTDA,False,,,,obra_nova,"M.A.D PATRIMONIAL LTDA — Coruripe, 194 m2 (dono da obra, responsável)",responsável,0057,Dono da obra,CORURIPE,MIAI DE CIMA,193.5,m2,2026-06-08,2026-06-11,109,3.0,120,900290177073,CNO / Receita Federal
0.28,37075344,37075344000170,PHS ENGENHARIA LTDA,True,Sem relacionamento,DEMAIS,Construcao de edificios,obra_nova,"PHS ENGENHARIA LTDA — Atalaia, 892 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,ATALAIA,ZONA RURAL,891.68,m2,2026-06-08,2026-06-16,109,3.0,120,900290830474,CNO / Receita Federal
0.25,29641767,29641767000181,TIAGO ALVES DA SILVA LTDA,True,Sem relacionamento,PEQUENO PORTE,Servicos de engenharia,obra_nova,"TIAGO ALVES DA SILVA LTDA — Piranhas, 20.484 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,PIRANHAS,VILA ALAGOAS,20484.0,m2,2026-06-03,2026-06-11,114,5.0,120,900290082473,CNO / Receita Federal
0.25,12225546,12225546000120,(sem nome no CNO) CNPJ 12225546000120,False,,,,obra_nova,"TIAGO ALVES DA SILVA LTDA — Piranhas, 20.484 m2 (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,PIRANHAS,VILA ALAGOAS,20484.0,m2,2026-06-03,2026-06-11,114,5.0,120,900290082473,CNO / Receita Federal
0.17,24486271,24486271000167,JRV ENGENHARIA LTDA,True,Sem relacionamento,PEQUENO PORTE,Construcao de edificios,obra_nova,"JRV ENGENHARIA LTDA — Canapi, 12.360 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,CANAPI,TANCREDO NEVES,12360.0,m2,2026-06-01,2026-08-10,116,5.0,120,900299610275,CNO / Receita Federal
0.17,12198693,12198693000158,(sem nome no CNO) CNPJ 12198693000158,False,,,,obra_nova,"AL - NOV PDA 12558/26 BARRAGEM DA BANANEIRA — Arapiraca, 1.804.690 Outra (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,ARAPIRACA,SEM BAIRRO,1804690.18,Outra,2026-06-01,2026-06-10,116,5.0,120,900289896777,CNO / Receita Federal
0.17,12367892,12367892000142,(sem nome no CNO) CNPJ 12367892000142,False,,,,obra_nova,"JRV ENGENHARIA LTDA — Canapi, 12.360 m2 (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,CANAPI,TANCREDO NEVES,12360.0,m2,2026-06-01,2026-08-10,116,5.0,120,900299610275,CNO / Receita Federal
0.17,03722728,03722728000115,ENGENHARQ LTDA,True,SESI + SENAI,DEMAIS,Construcao de edificios,obra_nova,"RESIDENCIAL JARDIM DOS COQUEIRAIS — Maceió, 77.390 m2 (proprietário do imóvel, responsável)",responsável,0070,Proprietário do imóvel,MACEIÓ,CIDADE UNIVERSITARIA,77390.29,m2,2026-06-01,2026-06-09,116,5.0,120,900289524671,CNO / Receita Federal
0.17,04660549,04660549000163,GEOX GEOTECNIA E ENGENHARIA DE OBRAS LTDA,False,,,,obra_nova,"GEOX GEOTECNIA E ENGENHARIA DE OBRAS LTDA — Maceió, 8.101 m2 (dono da obra, responsável)",responsável,0057,Dono da obra,MACEIÓ,CHA DE BEBEDOURO,8101.34,m2,2026-06-01,2026-06-03,116,5.0,120,900288914573,CNO / Receita Federal
0.17,57688320,57688320000101,SANTAI SPE LTDA,True,Sem relacionamento,DEMAIS,Construcao de edificios,obra_nova,"SANTAI SPE LTDA — São Miguel Dos Milagres, 8.550 m2 (dono da obra, responsável)",responsável,0057,Dono da obra,SÃO MIGUEL DOS MILAGRES,TOQUE,8550.0,m2,2026-06-01,2026-06-09,116,5.0,120,900289460075,CNO / Receita Federal
0.17,00338885,00338885000990,NOVATEC CONSTRUCOES E EMPREENDIMENTOS LTDA,True,Sem relacionamento,DEMAIS,Construcao de rodovias e ferrovias,obra_nova,"AL - NOV PDA 12558/26 BARRAGEM DA BANANEIRA — Arapiraca, 1.804.690 Outra (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,ARAPIRACA,SEM BAIRRO,1804690.18,Outra,2026-06-01,2026-06-10,116,5.0,120,900289896777,CNO / Receita Federal
0.13,26774412,26774412000172,ISOACO INDUSTRIA E COMERCIO DE ACO LTDA,True,Sem relacionamento,DEMAIS,Producao de artefatos estampados de metal,obra_nova,"ISOACO INDUSTRIA E COMERCIO DE ACO LTDA — Maceió, 3.460 m2 (dono da obra, responsável)",responsável,0057,Dono da obra,MACEIÓ,CLIMA BOM,3459.92,m2,2026-06-01,2026-06-02,116,4.0,120,900288518574,CNO / Receita Federal
0.13,29210567,29210567000174,CL2 CONSTRUCOES LTDA,True,Sem relacionamento,MICRO EMPRESA,Construcao de edificios,obra_nova,"CL2 CONSTRUCOES LTDA — Boca Da Mata, 2.540 Outra (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,BOCA DA MATA,DISTRITO PERI PERI,2540.33,Outra,2026-06-01,2026-06-25,116,4.0,120,900292668179,CNO / Receita Federal
0.13,00204125,00204125000133,(sem nome no CNO) CNPJ 00204125000133,False,,,,obra_nova,"SEABRA ENGENHARIA E PROJETOS LTDA — Maceió, 4.800 m2 (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,MACEIÓ,CIDADE UNIVERSITARIA,4800.0,m2,2026-06-01,2026-06-22,116,4.0,120,900291838076,CNO / Receita Federal
0.13,12264396,12264396000163,(sem nome no CNO) CNPJ 12264396000163,False,,,,obra_nova,"CL2 CONSTRUCOES LTDA — Boca Da Mata, 2.540 Outra (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,BOCA DA MATA,DISTRITO PERI PERI,2540.33,Outra,2026-06-01,2026-06-25,116,4.0,120,900292668179,CNO / Receita Federal
0.13,15193393,15193393000174,CONSTRUTORA SCALISSO LTDA,False,,,,obra_nova,"IGEVE SANTOS DUMONT — Maceió, 3.500 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,MACEIÓ,SANTOS DUMONT,3500.0,m2,2026-06-01,2026-08-03,116,4.0,120,900298631076,CNO / Receita Federal
0.13,26609733,26609733000111,SEABRA ENGENHARIA E PROJETOS LTDA,True,Somente SENAI,PEQUENO PORTE,Construcao de edificios,obra_nova,"SEABRA ENGENHARIA E PROJETOS LTDA — Maceió, 4.800 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,MACEIÓ,CIDADE UNIVERSITARIA,4800.0,m2,2026-06-01,2026-06-22,116,4.0,120,900291838076,CNO / Receita Federal
0.13,15193393,15193393000174,CONSTRUTORA SCALISSO LTDA,False,,,,obra_nova,"IGEVE ANTARES — Maceió, 3.500 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,MACEIÓ,ANTARES,3500.0,m2,2026-06-01,2026-08-03,116,4.0,120,900298623977,CNO / Receita Federal
0.13,92754738,92754738000162,LOJAS RENNER S.A.,False,,,,obra_nova,"RNR - 096 - IGUATEMI MACEIO — Maceió, 3.974 m2 (dono da obra, responsável)",responsável,0057,Dono da obra,MACEIÓ,MANGABEIRAS,3973.86,m2,2026-06-01,2026-06-01,116,4.0,120,900288248271,CNO / Receita Federal
0.13,28413401,28413401002993,(sem nome no CNO) CNPJ 28413401002993,False,,,,obra_nova,"IGEVE ANTARES — Maceió, 3.500 m2 (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,MACEIÓ,ANTARES,3500.0,m2,2026-06-01,2026-08-03,116,4.0,120,900298623977,CNO / Receita Federal
0.13,28413401,28413401002560,(sem nome no CNO) CNPJ 28413401002560,False,,,,obra_nova,"IGEVE SANTOS DUMONT — Maceió, 3.500 m2 (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,MACEIÓ,SANTOS DUMONT,3500.0,m2,2026-06-01,2026-08-03,116,4.0,120,900298631076,CNO / Receita Federal
0.12,12207403,12207403000195,(sem nome no CNO) CNPJ 12207403000195,False,,,,obra_nova,"Serviços de Implantação de Vias Urbanas em Concreto Asfáltico (LOTE 2) — Limoeiro De Anadia, 1 km (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,LIMOEIRO DE ANADIA,CENTRO,1.33,km,2026-06-02,2026-08-28,115,3.0,120,900302748673,CNO / Receita Federal
0.12,41160680,41160680000198,F . P . CONSTRUTORA LTDA,True,SESI + SENAI,DEMAIS,Obras de terraplenagem,obra_nova,"Serviços de Implantação de Vias Urbanas em Concreto Asfáltico (LOTE 2) — Limoeiro De Anadia, 1 km (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,LIMOEIRO DE ANADIA,CENTRO,1.33,km,2026-06-02,2026-08-28,115,3.0,120,900302748673,CNO / Receita Federal
0.12,38062130,38062130000121,E C DE OMENA CRUZ INCORPORADORA E CONSTRUTORA LTDA,False,,,,obra_nova,"E C DE OMENA CRUZ INCORPORADORA E CONSTRUTORA LTDA CASA L 67 — Junqueiro, 60 m2 (dono da obra, responsável)",responsável,0057,Dono da obra,JUNQUEIRO,GILBERTO PEREIRA,60.0,m2,2026-06-02,2026-06-23,115,3.0,120,900292180177,CNO / Receita Federal
0.12,65379207,65379207000164,G M ADMINISTRACAO DE BENS PROPRIOS LTDA,False,,,,obra_nova,"G M ADMINISTRACAO DE BENS PROPRIOS LTDA — Paripueira, 457 m2 (dono da obra, responsável)",responsável,0057,Dono da obra,PARIPUEIRA,COSTA BRAVA,457.31,m2,2026-06-02,2026-07-20,115,3.0,120,900296523174,CNO / Receita Federal
0.1,07811608,07811608000145,(sem nome no CNO) CNPJ 07811608000145,False,,,,obra_nova,"EXPANSÃO - RESTAURANTE TAIEIRA — Maceió, 470 m2 (incorporador de construção civil, vínculo)",vínculo,0064,Incorporador de construção civil,MACEIÓ,IPIOCA,469.67,m2,2026-06-01,2026-07-23,116,3.0,120,900297109671,CNO / Receita Federal
0.1,14757564,14757564000188,CAVALCANTE PEIXOTO ENGENHARIA LTDA,True,Sem relacionamento,DEMAIS,Construcao de edificios,obra_nova,"EXPANSÃO - RESTAURANTE TAIEIRA — Maceió, 470 m2 (incorporador de construção civil, responsável)",responsável,0064,Incorporador de construção civil,MACEIÓ,IPIOCA,469.67,m2,2026-06-01,2026-07-23,116,3.0,120,900297109671,CNO / Receita Federal
0.1,69005858,69005858000145,ENIND ENGENHARIA E CONSTRUCAO LTDA,False,,,,obra_nova,"ENIND ENGENHARIA E CONSTRUCAO LTDA — Delmiro Gouveia, 230 Outra (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,DELMIRO GOUVEIA,VILA SÃO JOSÉ,230.0,Outra,2026-06-01,2026-06-01,116,3.0,120,900288300078,CNO / Receita Federal
0.1,58939770,58939770000184,ADRIANO NUNES ALVES CONSTRUTORA,True,Sem relacionamento,PEQUENO PORTE,Construcao de edificios,obra_nova,"ADRIANO NUNES ALVES CONSTRUTORA — Coruripe, 82 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,CORURIPE,ComendadorTercio Wanderley,82.2,m2,2026-06-01,2026-06-03,116,3.0,120,900288903777,CNO / Receita Federal
0.1,69005858,69005858000145,ENIND ENGENHARIA E CONSTRUCAO LTDA,False,,,,obra_nova,"ENIND ENGENHARIA E CONSTRUCAO LTDA — Arapiraca, 230 Outra (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,ARAPIRACA,VERDES CAMPOS,230.0,Outra,2026-06-01,2026-06-01,116,3.0,120,900288296377,CNO / Receita Federal
0.1,28413401,28413401003027,(sem nome no CNO) CNPJ 28413401003027,False,,,,obra_nova,"IGEVE PONTA DA TERRA — Maceió, 450 m2 (pessoa jurídica construtora, vínculo)",vínculo,0053,Pessoa jurídica construtora,MACEIÓ,PONTA DA TERRA,450.0,m2,2026-06-01,2026-08-03,116,3.0,120,900298632973,CNO / Receita Federal
0.1,15193393,15193393000174,CONSTRUTORA SCALISSO LTDA,False,,,,obra_nova,"IGEVE PONTA DA TERRA — Maceió, 450 m2 (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,MACEIÓ,PONTA DA TERRA,450.0,m2,2026-06-01,2026-08-03,116,3.0,120,900298632973,CNO / Receita Federal
0.1,39344690,39344690000131,HIDRYCO SERVICOS PARA SANEAMENTO LTDA,False,,,,obra_nova,"HIDRYCO SERVICOS PARA SANEAMENTO LTDA — Maceió, 1 Outra (pessoa jurídica construtora, responsável)",responsável,0053,Pessoa jurídica construtora,MACEIÓ,ANTARES,1.0,Outra,2026-06-01,2026-06-16,116,3.0,120,900290983275,CNO / Receita Federal
0.1,18676274,18676274000160,MR CONSULTORIA E GESTAO DE NEGOCIOS LTDA,False,,,,obra_nova,"SANTÉ — Marechal Deodoro, 356 m2 (proprietário do imóvel, responsável)",responsável,0070,Proprietário do imóvel,MARECHAL DEODORO,ILHA DE SANTA RITA,355.62,m2,2026-06-01,2026-06-15,116,3.0,120,900290678975,CNO / Receita Federal
0.1,16657707,16657707000105,CONSTRUTORA LINS LTDA,True,Sem relacionamento,PEQUENO PORTE,Construcao de edificios,obra_nova,"CONSTRUTORA LINS LTDA — Marechal Deodoro, 292 m2 (dono da obra, responsável)",responsável,0057,Dono da obra,MARECHAL DEODORO,POVOADO ILHA DE SANTA RITA,292.37,m2,2026-06-01,2026-06-15,116,3.0,120,900290603875,CNO / Receita Federal
0.1,11159179,11159179000140,L T CONSTRUTORA LTDA,True,Sem relacionamento,PEQUENO PORTE,Construcao de edificios,obra_nova,"L T CONSTRUTORA LTDA — Coruripe, 61 m2 (proprietário do imóvel, responsável)",responsável,0070,Proprietário do imóvel,CORURIPE,ALTO DA SAUDADE,60.68,m2,2026-06-01,2026-06-16,116,3.0,120,900290828075,CNO / Receita Federal
